city,date,temperature_c_era5,humidity_pct_era5,rainfall_mm_era5,wind_speed_ms_era5,temperature_c_merra2,humidity_pct_merra2,rainfall_mm_merra2,wind_speed_ms_merra2
Chandigarh,2026-03-11,26.2,34,0.0,2.13,25.4,33.97,0.0,3.2
Chandigarh,2026-03-12,25.3,43,0.0,1.79,25.53,34.97,0.03,2.77
Chandigarh,2026-03-13,24.5,44,0.0,3.57,23.3,35.71,0.0,2.94
Chandigarh,2026-03-14,22.9,42,0.0,2.02,22.83,29.41,0.0,3.17
Chandigarh,2026-03-15,18.9,64,2.8,2.59,20.63,43.1,11.61,5.41
Chandigarh,2026-03-16,16.9,64,6.1,2.49,20.72,49.52,2.15,3.69
Chandigarh,2026-03-17,19.6,59,0.0,1.63,21.85,35.63,0.0,1.79
Chandigarh,2026-03-18,21.3,55,2.6,2.76,21.2,37.2,0.54,4.51
Chandigarh,2026-03-19,17.9,85,9.4,2.02,19.35,60.55,8.59,4.49
Chandigarh,2026-03-20,14.9,94,14.3,1.84,15.4,82.54,29.24,3.83
Chandigarh,2026-03-21,17.7,70,0.0,2.45,18.89,58.47,0.28,2.62
Chandigarh,2026-03-22,20.3,64,0.0,3.32,20.74,50.13,0.0,4.5
Chandigarh,2026-03-23,20.3,64,0.0,1.78,22.02,52.05,0.36,3.14
Chandigarh,2026-03-24,21.5,54,0.0,3.22,22.25,49.24,0.03,4.11
Chandigarh,2026-03-25,23.7,49,0.0,3.13,23.07,42.38,0.02,3.71
Chandigarh,2026-03-26,24.1,50,0.2,3.21,25.38,41.43,0.07,3.91
Chandigarh,2026-03-27,22.4,61,0.3,3.05,23.34,54.47,0.0,2.97
Chandigarh,2026-03-28,24.1,52,0.0,1.97,23.79,51.33,0.17,2.32
Chandigarh,2026-03-29,23.2,60,1.2,1.98,24.77,49.71,1.7,2.82
Chandigarh,2026-03-30,24.4,56,0.0,2.18,24.57,47.23,0.08,2.92
Chandigarh,2026-03-31,24.1,53,0.2,2.37,24.15,47.43,1.1,2.99
Chandigarh,2026-04-01,23.7,49,0.0,1.96,24.35,45.23,0.37,2.2
Chandigarh,2026-04-02,25.9,42,0.0,2.03,27.21,34.85,0.01,2.78
Chandigarh,2026-04-03,22.2,66,6.4,1.87,24.05,50.16,2.83,2.57
Chandigarh,2026-04-04,22.0,61,1.6,1.76,23.07,59.9,4.3,2.09
Chandigarh,2026-04-05,21.2,55,0.6,1.6,23.57,51.1,1.79,2.89
Chandigarh,2026-04-06,22.9,44,0.0,1.74,24.06,40.33,0.17,1.95
Chandigarh,2026-04-07,20.2,67,8.3,3.38,21.8,45.93,3.82,5.56
Chandigarh,2026-04-08,17.0,76,2.4,2.14,18.69,67.64,21.58,3.94
Chandigarh,2026-04-09,19.6,56,0.0,2.26,19.83,55.93,0.34,2.93
Chandigarh,2026-04-10,21.6,49,0.0,4.7,21.86,43.67,0.0,6.42
Chandigarh,2026-04-11,22.4,48,0.0,3.01,23.65,42.84,0.14,4.93
Chandigarh,2026-04-12,23.8,43,0.0,3.47,23.7,41.62,0.19,4.44
Chandigarh,2026-04-13,25.0,40,0.0,3.6,24.29,38.75,0.0,3.87
Chandigarh,2026-04-14,26.4,33,0.0,3.1,25.79,34.47,0.0,4.38
Chandigarh,2026-04-15,26.8,34,0.0,3.03,26.47,33.13,0.0,4.32
Chandigarh,2026-04-16,28.6,30,0.0,2.73,28.07,30.46,0.0,3.28
Chandigarh,2026-04-17,27.5,37,0.0,1.67,29.66,30.4,0.01,3.26
Chandigarh,2026-04-18,29.9,33,0.0,2.02,30.82,30.53,0.03,2.72
Chandigarh,2026-04-19,29.6,30,0.0,2.94,29.97,32.42,0.0,2.81
Chandigarh,2026-04-20,29.6,27,0.0,3.36,29.35,31.35,0.0,3.99
Chandigarh,2026-04-21,29.7,27,0.0,3.49,28.76,30.09,0.0,4.81
Chandigarh,2026-04-22,31.1,28,0.0,3.62,29.89,30.96,0.0,4.57
Chandigarh,2026-04-23,32.1,28,0.0,2.99,30.79,29.8,0.0,3.89
Chandigarh,2026-04-24,32.2,28,0.0,2.72,31.82,30.11,0.0,3.68
Chandigarh,2026-04-25,32.2,29,0.0,3.46,32.67,30.65,0.0,4.69
Chandigarh,2026-04-26,32.2,25,0.0,3.4,31.75,28.62,0.0,4.66
Chandigarh,2026-04-27,32.5,23,0.0,3.12,32.04,26.4,0.0,3.87
Chandigarh,2026-04-28,28.3,43,1.1,2.26,30.97,33.92,1.32,2.92
Chandigarh,2026-04-29,27.6,46,1.0,1.71,30.06,37.25,0.55,2.83
Chandigarh,2026-04-30,26.6,52,0.4,2.27,29.39,37.18,5.03,2.76
Chandigarh,2026-05-01,27.4,49,0.0,2.39,28.39,41.68,0.66,3.19
Chandigarh,2026-05-02,28.5,44,0.0,2.75,29.19,39.06,3.09,2.87
Chandigarh,2026-05-03,26.4,53,7.5,3.56,28.59,38.64,2.7,5.32
Chandigarh,2026-05-04,24.7,53,2.0,3.35,24.91,52.11,13.5,6.53
Chandigarh,2026-05-05,24.5,55,0.9,1.97,26.45,42.16,3.15,3.4
Chandigarh,2026-05-06,26.0,45,0.0,2.67,27.03,43.88,1.27,2.93
Chandigarh,2026-05-07,25.6,49,0.5,3.44,27.11,42.78,0.04,4.01
Chandigarh,2026-05-08,26.0,53,1.8,2.45,27.47,43.04,0.0,2.6
Chandigarh,2026-05-09,28.7,47,0.0,1.87,29.23,41.12,0.0,1.94
Chandigarh,2026-05-10,29.2,50,0.0,2.57,29.86,40.87,0.0,2.58
Chandigarh,2026-05-11,27.6,59,1.7,2.19,30.04,42.92,2.81,3.14
Chandigarh,2026-05-12,28.9,57,0.1,2.69,30.5,42.06,0.49,2.69
Chandigarh,2026-05-13,28.0,48,0.1,2.36,31.78,36.01,1.04,2.8
Chandigarh,2026-05-14,29.6,41,0.9,1.38,31.95,35.11,1.71,3.49
Chandigarh,2026-05-15,29.3,41,0.7,2.7,32.16,30.77,0.64,3.65
Chandigarh,2026-05-16,30.3,37,0.1,2.6,31.71,31.93,0.01,4.61
Chandigarh,2026-05-17,32.0,33,0.0,3.38,32.61,29.86,0.0,5.21
Chandigarh,2026-05-18,34.1,31,0.0,3.07,33.87,29.76,0.0,4.54
Chandigarh,2026-05-19,34.5,27,0.0,2.33,35.3,23.31,0.0,3.88
Chandigarh,2026-05-20,34.0,28,0.0,1.54,35.12,19.0,0.22,2.34
Chandigarh,2026-05-21,34.6,27,0.0,2.24,35.49,23.96,0.0,2.4
Chandigarh,2026-05-22,33.3,29,0.3,3.64,35.4,24.26,0.48,3.49
Chandigarh,2026-05-23,33.1,24,0.0,3.38,33.64,25.81,0.11,4.78
Chandigarh,2026-05-24,32.6,30,0.3,3.17,34.13,24.13,0.01,5.23
Chandigarh,2026-05-25,33.8,23,0.0,2.05,35.46,21.04,0.0,3.52
Chandigarh,2026-05-26,33.5,19,0.0,3.5,34.8,16.86,0.0,5.72
Chandigarh,2026-05-27,34.0,23,0.0,2.33,35.61,14.41,0.0,5.56
Chandigarh,2026-05-28,32.6,39,0.0,3.74,36.26,16.93,0.0,2.22
Chandigarh,2026-05-29,30.4,39,0.1,4.75,31.76,33.44,5.49,4.55
Chandigarh,2026-05-30,22.8,86,14.6,2.27,28.13,50.71,33.62,4.96
Chandigarh,2026-05-31,25.2,68,0.0,2.41,26.76,54.44,3.6,4.66
Chandigarh,2026-06-01,27.8,59,0.1,1.8,29.46,45.11,1.32,2.69
Chandigarh,2026-06-02,29.8,52,0.6,1.61,31.31,44.44,1.31,2.2
Chandigarh,2026-06-03,30.3,51,0.3,1.85,31.51,45.01,1.03,2.06
Chandigarh,2026-06-04,29.4,57,5.7,2.79,31.61,44.54,6.34,2.22
Chandigarh,2026-06-05,28.8,61,0.0,1.47,30.56,45.09,6.48,1.65
Chandigarh,2026-06-06,30.2,45,0.0,2.24,32.3,38.2,0.46,2.56
Chandigarh,2026-06-07,30.6,45,0.0,1.64,32.88,32.93,0.0,3.13
Chandigarh,2026-06-08,31.4,41,0.0,1.96,33.66,28.01,0.0,3.4
Chandigarh,2026-06-09,32.3,38,0.0,2.26,34.95,26.35,0.0,3.61
Chandigarh,2026-06-10,33.8,40,0.0,2.32,35.37,27.47,0.16,2.26
Chandigarh,2026-06-11,28.7,65,6.2,4.83,33.76,38.13,11.16,5.77
Chandigarh,2026-06-12,27.4,64,3.6,4.09,28.43,60.23,18.48,4.02
Chandigarh,2026-06-13,26.2,70,3.4,1.91,30.76,47.68,0.85,3.0
Chandigarh,2026-06-14,28.8,59,0.0,1.27,31.55,42.29,0.02,2.83
Chandigarh,2026-06-15,28.8,62,1.6,1.15,31.97,41.24,2.0,2.45
Chandigarh,2026-06-16,28.5,65,0.8,1.32,32.82,38.48,0.5,2.27
Chandigarh,2026-06-17,29.6,62,0.1,1.25,32.49,39.48,0.57,2.66
Chandigarh,2026-06-18,30.5,57,2.2,1.63,33.26,40.26,0.21,2.86
Chandigarh,2026-06-19,30.4,57,0.0,1.72,33.35,39.98,0.16,2.63
Chandigarh,2026-06-20,31.5,50,0.0,2.85,33.21,36.23,0.0,3.28
Chandigarh,2026-06-21,32.0,45,0.0,2.96,33.65,37.37,1.06,3.38
Chandigarh,2026-06-22,29.0,56,0.0,2.71,32.86,40.07,0.83,3.27
Chandigarh,2026-06-23,30.9,50,0.5,2.04,32.82,37.11,0.01,3.05
Chandigarh,2026-06-24,30.7,58,0.8,1.41,33.51,38.09,2.34,2.03
Chandigarh,2026-06-25,31.3,60,3.6,1.45,33.58,37.03,0.52,2.29
Chandigarh,2026-06-26,32.4,56,0.3,1.5,34.41,36.39,2.02,2.1
Chandigarh,2026-06-27,33.1,55,0.2,1.31,35.63,38.17,0.65,1.89
Chandigarh,2026-06-28,33.3,56,1.9,1.94,36.16,37.55,1.22,1.84
Chandigarh,2026-06-29,31.6,65,7.0,1.81,35.16,44.42,6.49,2.37
Chandigarh,2026-06-30,30.2,78,7.9,2.5,34.74,43.64,1.37,1.85
Chandigarh,2026-07-01,26.1,93,12.9,2.75,30.95,63.14,18.97,3.8
Chandigarh,2026-07-02,28.5,81,1.2,2.13,29.73,69.38,13.88,1.69
Chandigarh,2026-07-03,29.8,78,3.0,1.36,31.24,60.35,0.39,2.4
Chandigarh,2026-07-04,29.0,85,9.4,1.17,30.96,63.4,9.05,1.99
Chandigarh,2026-07-05,30.4,76,9.1,2.09,33.33,57.01,1.02,2.06
Chandigarh,2026-07-06,29.3,83,11.7,1.51,31.87,66.81,11.52,2.12
Chandigarh,2026-07-07,29.3,80,2.6,1.59,32.23,62.1,4.59,1.91
Chandigarh,2026-07-08,27.8,88,4.4,1.91,29.92,72.58,29.24,2.29
Chandigarh,2026-07-09,26.1,95,39.1,1.07,28.68,79.82,56.78,1.16
Chandigarh,2026-07-10,26.8,86,14.3,1.05,29.3,76.6,34.82,1.77
Chandigarh,2026-07-11,28.7,79,1.3,1.34,30.38,70.69,6.0,1.7
Chandigarh,2026-07-12,28.8,76,3.9,2.47,31.32,67.27,2.04,1.79
Chandigarh,2026-07-13,29.9,73,0.3,2.26,31.49,63.98,0.15,2.9
Chandigarh,2026-07-14,30.2,69,1.6,1.74,32.4,57.69,0.9,1.52
Chandigarh,2026-07-15,30.7,67,0.0,2.29,31.94,61.02,1.62,2.08
Chandigarh,2026-07-16,30.9,67,0.0,2.27,31.49,60.25,4.73,3.29
Chandigarh,2026-07-17,31.4,65,0.4,2.32,32.43,57.77,1.88,2.89
Chandigarh,2026-07-18,31.4,70,0.0,2.04,32.92,60.25,6.82,2.22
Chandigarh,2026-07-19,30.0,79,3.2,2.01,31.14,64.34,8.08,2.14
Chandigarh,2026-07-20,27.3,87,15.8,3.12,28.45,78.93,8.58,2.42
Chandigarh,2026-07-21,27.4,86,5.5,2.31,27.07,90.63,33.77,3.64
Chandigarh,2026-07-22,28.6,76,0.8,2.84,26.86,87.39,4.23,3.36
Chandigarh,2026-07-23,28.5,79,3.2,2.68,28.08,81.62,4.3,2.74
Chandigarh,2026-07-24,29.4,72,1.3,2.2,28.12,79.9,0.72,4.2
Chandigarh,2026-07-25,28.6,80,1.8,2.98,28.17,82.56,5.81,4.02
Chandigarh,2026-07-26,30.3,76,3.3,0.99,29.29,80.06,16.11,1.46
Chandigarh,2026-07-27,28.6,87,11.6,1.89,30.24,75.49,21.64,1.65
Chandigarh,2026-07-28,26.3,91,16.9,1.91,28.49,87.89,22.91,3.17
Chandigarh,2026-07-29,28.9,80,1.9,1.71,29.2,81.93,11.05,1.8
Chandigarh,2026-07-30,29.0,74,2.0,2.88,28.6,85.24,5.94,3.37
Chandigarh,2026-07-31,29.0,75,3.0,2.94,28.24,83.78,5.76,3.34
Chandigarh,2026-08-01,29.1,79,1.5,1.91,30.96,63.39,6.25,2.29
Chandigarh,2026-08-02,29.4,79,0.3,1.92,29.64,70.61,2.84,2.05
Chandigarh,2026-08-03,29.1,81,3.0,2.18,30.69,66.6,6.03,1.44
Chandigarh,2026-08-04,26.8,91,7.2,1.44,27.64,85.26,16.47,1.82
Chandigarh,2026-08-05,28.4,84,0.7,1.24,29.75,73.25,5.01,1.08
Chandigarh,2026-08-06,26.3,91,11.2,2.34,28.57,77.44,4.8,1.22
Chandigarh,2026-08-07,27.9,86,3.0,1.93,26.01,85.38,4.4,1.49
Chandigarh,2026-08-08,28.1,86,3.0,1.29,27.95,74.68,5.29,1.37
Chandigarh,2026-08-09,29.7,76,0.5,1.91,29.12,74.14,4.62,1.4
Chandigarh,2026-08-10,27.3,85,3.8,2.72,29.22,74.88,5.01,1.85
Chandigarh,2026-08-11,26.9,91,9.2,1.74,27.23,86.73,11.27,2.27
Chandigarh,2026-08-12,30.0,81,0.1,1.52,30.7,66.59,1.05,1.23
Chandigarh,2026-08-13,30.2,81,1.4,1.16,31.43,64.66,0.61,1.66
Chandigarh,2026-08-14,27.9,90,13.5,1.67,30.81,67.46,5.13,1.33
Chandigarh,2026-08-15,28.3,83,2.6,1.5,30.04,71.25,1.31,1.59
Chandigarh,2026-08-16,29.2,81,2.8,2.1,31.27,62.31,0.95,2.2
Chandigarh,2026-08-17,28.4,86,3.1,1.68,31.55,59.54,1.1,2.12
Chandigarh,2026-08-18,27.2,89,30.6,1.89,30.52,69.28,9.1,1.76
Chandigarh,2026-08-19,28.4,83,15.2,1.35,29.6,75.42,8.15,1.17
Chandigarh,2026-08-20,28.6,85,2.0,1.29,30.07,70.31,1.61,1.31
Chennai,2025-01-01,25.6,78,0.0,3.25,24.48,83.31,0.0,4.32
Chennai,2025-01-02,25.4,71,0.0,2.88,24.06,82.63,0.03,4.01
Chennai,2025-01-03,25.1,70,0.1,3.27,23.63,79.01,0.01,4.18
Chennai,2025-01-04,24.7,72,0.1,2.09,23.48,77.78,0.02,3.36
Chennai,2025-01-05,24.9,70,0.0,2.11,23.74,76.19,0.0,2.79
Chennai,2025-01-06,25.4,72,0.5,2.2,24.22,71.06,0.0,2.67
Chennai,2025-01-07,24.8,75,2.3,3.13,23.66,76.78,0.0,3.41
Chennai,2025-01-08,25.5,64,0.0,3.23,23.06,76.7,0.0,4.11
Chennai,2025-01-09,26.1,63,0.1,3.38,23.51,78.76,0.05,4.59
Chennai,2025-01-10,26.1,72,1.0,4.0,24.06,82.27,0.13,5.18
Chennai,2025-01-11,26.1,66,0.0,3.99,24.16,80.1,0.04,5.0
Chennai,2025-01-12,25.3,79,4.3,3.51,24.71,85.27,1.95,5.0
Chennai,2025-01-13,25.6,82,1.7,3.4,25.21,87.43,4.08,5.4
Chennai,2025-01-14,26.2,74,0.3,4.07,24.6,82.34,0.23,4.99
Chennai,2025-01-15,26.5,68,0.0,4.53,24.69,80.15,0.07,5.49
Chennai,2025-01-16,26.0,68,0.1,3.8,24.39,79.37,0.16,4.81
Chennai,2025-01-17,25.4,70,0.4,4.23,23.77,80.39,0.36,5.03
Chennai,2025-01-18,25.4,76,6.7,4.32,24.12,83.58,14.07,5.83
Chennai,2025-01-19,25.2,84,7.5,3.97,24.59,87.98,23.57,5.88
Chennai,2025-01-20,24.9,77,0.0,3.32,23.63,82.93,0.04,4.44
Chennai,2025-01-21,25.0,72,0.0,2.54,23.35,81.76,0.04,3.71
Chennai,2025-01-22,25.5,73,0.0,2.6,24.12,81.12,0.01,3.83
Chennai,2025-01-23,25.4,73,0.0,2.15,23.91,78.92,0.02,3.24
Chennai,2025-01-24,25.1,70,0.0,2.15,23.29,79.83,0.03,3.37
Chennai,2025-01-25,24.8,74,0.1,2.55,22.94,79.53,0.01,3.9
Chennai,2025-01-26,24.7,78,0.0,2.16,23.26,81.58,0.0,3.28
Chennai,2025-01-27,25.4,75,0.0,1.93,23.78,78.0,0.0,2.83
Chennai,2025-01-28,25.8,68,0.0,1.72,23.85,75.23,0.0,2.56
Chennai,2025-01-29,25.9,65,0.0,2.87,23.36,77.17,0.0,3.84
Chennai,2025-01-30,26.5,76,0.1,2.54,23.99,81.55,0.0,2.78
Chennai,2025-01-31,26.7,82,0.3,2.28,25.19,85.87,0.08,2.56
Chennai,2025-02-01,26.7,79,1.1,2.02,25.22,81.17,0.03,2.41
Chennai,2025-02-02,26.0,75,0.4,1.96,24.56,77.3,0.02,1.88
Chennai,2025-02-03,25.7,75,0.0,1.58,24.12,72.48,0.0,1.55
Chennai,2025-02-04,26.4,75,0.0,1.52,24.82,66.46,0.0,1.69
Chennai,2025-02-05,26.9,69,0.0,1.74,25.27,68.85,0.0,2.09
Chennai,2025-02-06,26.4,74,0.0,1.58,25.14,78.54,0.0,2.26
Chennai,2025-02-07,26.1,77,0.0,1.66,24.88,76.16,0.0,1.88
Chennai,2025-02-08,26.6,75,0.0,1.76,24.93,77.13,0.0,2.22
Chennai,2025-02-09,26.8,75,0.2,2.27,24.97,80.02,0.0,2.67
Chennai,2025-02-10,27.0,63,0.1,2.57,25.01,78.3,0.0,2.89
Chennai,2025-02-11,26.4,69,0.0,1.74,24.45,74.09,0.0,1.97
Chennai,2025-02-12,26.0,74,0.0,1.61,24.47,73.4,0.0,1.79
Chennai,2025-02-13,25.8,73,0.0,2.01,24.19,72.31,0.0,2.0
Chennai,2025-02-14,26.1,74,0.0,2.15,24.12,74.71,0.0,2.25
Chennai,2025-02-15,26.7,75,0.0,2.55,24.57,76.41,0.0,2.51
Chennai,2025-02-16,27.0,71,0.0,2.4,25.13,76.24,0.0,2.51
Chennai,2025-02-17,26.9,74,0.0,2.03,25.52,77.4,0.0,2.6
Chennai,2025-02-18,26.6,72,0.0,2.18,25.2,76.6,0.0,2.32
Chennai,2025-02-19,26.7,74,0.0,2.31,25.32,75.61,0.0,2.58
Chennai,2025-02-20,27.1,72,0.0,2.11,25.53,76.83,0.0,2.78
Chennai,2025-02-21,27.2,73,0.3,1.77,25.9,76.47,0.0,2.6
Chennai,2025-02-22,27.2,75,0.0,2.08,26.4,72.18,0.0,2.31
Chennai,2025-02-23,27.4,74,0.0,1.97,26.22,70.42,0.0,2.71
Chennai,2025-02-24,27.4,75,0.0,2.81,26.29,73.72,0.0,3.41
Chennai,2025-02-25,28.1,68,0.0,3.48,26.53,75.32,0.0,4.74
Chennai,2025-02-26,28.1,69,0.0,3.8,26.63,74.61,0.0,5.32
Chennai,2025-02-27,27.9,69,0.0,3.36,26.25,72.07,0.0,4.74
Chennai,2025-02-28,28.2,70,0.1,3.58,26.3,71.62,0.05,4.29
Chennai,2025-03-01,28.1,75,0.4,2.94,27.19,75.13,1.14,3.91
Chennai,2025-03-02,28.3,76,0.0,2.21,27.15,75.12,0.04,2.44
Chennai,2025-03-03,28.3,78,0.0,2.09,27.41,70.23,0.0,2.41
Chennai,2025-03-04,28.2,75,0.0,2.32,27.25,69.77,0.0,2.9
Chennai,2025-03-05,28.4,74,0.0,2.48,27.57,65.97,0.0,2.51
Chennai,2025-03-06,28.8,65,0.0,2.25,27.61,64.66,0.0,3.48
Chennai,2025-03-07,27.5,68,0.0,2.3,26.27,64.28,0.0,2.65
Chennai,2025-03-08,27.7,71,0.0,2.62,26.24,69.98,0.0,2.97
Chennai,2025-03-09,27.9,68,0.0,2.77,26.26,70.88,0.0,3.3
Chennai,2025-03-10,28.5,61,0.1,3.68,27.18,71.13,0.07,4.18
Chennai,2025-03-11,26.3,84,14.8,2.98,27.26,80.24,10.2,4.86
Chennai,2025-03-12,26.9,85,1.8,1.88,28.2,78.25,2.97,2.82
Chennai,2025-03-13,28.3,79,0.0,2.34,28.51,71.74,0.01,2.25
Chennai,2025-03-14,28.7,75,0.0,2.94,27.85,74.28,0.0,3.35
Chennai,2025-03-15,28.9,72,0.0,2.52,27.73,72.15,0.0,3.4
Chennai,2025-03-16,29.1,75,0.4,2.52,28.22,72.86,0.0,2.57
Chennai,2025-03-17,29.4,75,0.1,2.94,28.36,76.39,0.0,3.11
Chennai,2025-03-18,29.4,74,0.2,3.16,28.32,77.5,0.01,3.41
Chennai,2025-03-19,29.5,73,0.4,3.22,28.47,75.0,0.01,4.09
Chennai,2025-03-20,29.8,68,0.0,3.08,28.77,70.4,0.01,3.86
Chennai,2025-03-21,29.7,71,0.0,3.3,28.85,71.53,0.0,3.86
Chennai,2025-03-22,29.4,74,0.4,3.27,28.98,74.4,0.02,4.09
Chennai,2025-03-23,29.6,71,0.2,2.86,29.2,71.74,0.02,3.81
Chennai,2025-03-24,28.8,75,0.6,2.45,29.0,67.7,0.0,3.07
Chennai,2025-03-25,28.7,73,0.0,2.37,28.84,65.61,0.02,2.61
Chennai,2025-03-26,29.1,71,0.0,2.84,29.08,65.6,0.01,3.36
Chennai,2025-03-27,29.8,69,0.0,3.16,29.74,60.12,0.02,2.98
Chennai,2025-03-28,30.0,70,0.0,3.33,29.82,61.56,0.0,3.88
Chennai,2025-03-29,30.3,67,0.0,3.05,29.61,61.22,0.0,3.75
Chennai,2025-03-30,29.5,69,0.0,3.3,28.82,66.86,0.0,4.11
Chennai,2025-03-31,29.3,64,0.0,2.83,28.65,67.54,0.0,3.98
Chennai,2025-04-01,29.3,62,0.2,3.08,27.75,66.18,0.01,3.43
Chennai,2025-04-02,29.9,68,0.8,3.22,29.07,65.6,1.78,3.65
Chennai,2025-04-03,28.9,76,0.0,2.52,29.33,67.5,4.87,3.65
Chennai,2025-04-04,28.6,77,7.6,2.26,29.5,62.76,0.32,3.38
Chennai,2025-04-05,29.0,73,2.6,1.78,29.77,66.74,1.57,2.88
Chennai,2025-04-06,30.1,71,0.1,2.11,30.37,64.81,0.07,3.1
Chennai,2025-04-07,30.1,72,0.2,2.29,29.96,67.5,0.04,2.97
Chennai,2025-04-08,30.2,69,0.0,2.86,29.82,67.23,0.04,3.12
Chennai,2025-04-09,29.9,70,0.0,2.75,29.92,68.98,0.12,4.08
Chennai,2025-04-10,31.3,68,0.5,2.84,31.1,62.73,0.32,2.91
Chennai,2025-04-11,31.2,69,0.0,2.6,31.72,63.85,2.77,3.74
Chennai,2025-04-12,31.8,66,0.0,2.58,32.04,59.71,0.69,3.8
Chennai,2025-04-13,31.1,73,2.3,1.91,31.72,61.11,2.15,3.03
Chennai,2025-04-14,30.4,71,0.1,2.6,30.94,62.42,0.53,3.12
Chennai,2025-04-15,30.4,71,2.9,3.18,30.04,67.09,1.65,3.92
Chennai,2025-04-16,30.5,68,2.0,3.29,29.82,70.27,8.33,3.95
Chennai,2025-04-17,30.1,74,4.2,3.22,29.97,70.63,2.91,3.82
Chennai,2025-04-18,31.1,72,0.0,3.72,30.46,70.69,0.45,4.42
Chennai,2025-04-19,31.7,71,0.0,3.56,30.85,71.11,2.5,3.83
Chennai,2025-04-20,31.6,72,0.0,3.52,30.83,72.42,3.16,4.16
Chennai,2025-04-21,31.0,73,0.2,3.31,29.78,75.62,0.46,2.95
Chennai,2025-04-22,30.8,71,0.0,3.48,30.65,67.73,0.0,3.75
Chennai,2025-04-23,31.2,69,0.0,3.54,30.66,65.8,0.0,4.08
Chennai,2025-04-24,31.3,71,0.0,3.55,30.14,70.33,0.0,3.84
Chennai,2025-04-25,31.0,73,0.4,3.84,30.84,70.33,0.0,4.22
Chennai,2025-04-26,30.8,72,0.4,3.66,30.63,70.76,0.01,4.62
Chennai,2025-04-27,30.7,70,0.4,3.03,30.39,71.0,0.08,4.07
Chennai,2025-04-28,30.8,66,0.1,3.23,30.57,66.59,0.01,3.72
Chennai,2025-04-29,30.5,71,0.5,3.31,31.2,63.72,0.01,3.45
Chennai,2025-04-30,31.4,70,0.0,3.52,31.33,65.41,0.01,4.1
Chennai,2025-05-01,31.7,68,1.2,3.35,31.77,64.5,0.2,4.52
Chennai,2025-05-02,31.5,70,0.4,3.68,31.55,65.66,0.24,4.46
Chennai,2025-05-03,32.0,68,0.5,3.66,31.55,65.08,0.4,4.38
Chennai,2025-05-04,31.5,69,1.0,3.1,31.12,66.83,4.57,4.37
Chennai,2025-05-05,30.3,72,0.0,3.15,29.86,73.2,2.52,3.67
Chennai,2025-05-06,31.5,73,0.0,3.16,29.83,75.56,3.14,4.02
Chennai,2025-05-07,31.2,67,0.6,2.86,29.7,74.4,5.05,3.04
Chennai,2025-05-08,30.7,70,9.8,1.95,30.18,71.49,2.69,3.5
Chennai,2025-05-09,31.3,65,0.0,2.6,29.94,72.56,3.37,2.21
Chennai,2025-05-10,31.7,68,1.4,2.96,30.55,70.2,0.39,3.33
Chennai,2025-05-11,32.0,68,0.1,2.76,30.16,72.71,0.51,3.11
Chennai,2025-05-12,32.8,63,0.1,2.58,31.39,66.17,0.22,2.8
Chennai,2025-05-13,32.9,61,0.0,2.5,31.78,63.41,0.09,3.3
Chennai,2025-05-14,32.2,70,0.0,2.59,31.35,66.91,0.39,2.31
Chennai,2025-05-15,32.1,67,0.5,2.4,32.0,67.21,0.48,2.46
Chennai,2025-05-16,30.8,73,3.5,2.63,30.27,61.58,1.55,2.54
Chennai,2025-05-17,29.7,71,1.8,2.46,30.96,59.45,7.68,3.07
Chennai,2025-05-18,28.9,79,22.4,2.59,30.09,72.24,8.05,2.64
Chennai,2025-05-19,27.8,88,11.6,1.65,30.07,73.72,8.72,2.48
Chennai,2025-05-20,28.1,86,2.2,1.76,29.27,78.6,15.23,3.36
Chennai,2025-05-21,30.0,72,0.8,2.18,30.16,73.33,3.43,3.27
Chennai,2025-05-22,30.0,69,0.3,3.15,30.68,67.37,0.22,3.78
Chennai,2025-05-23,30.5,73,6.1,3.36,31.0,67.84,4.82,4.45
Chennai,2025-05-24,31.4,63,0.2,3.16,30.96,69.27,3.01,5.78
Chennai,2025-05-25,31.7,61,0.0,3.4,30.16,72.13,2.32,6.15
Chennai,2025-05-26,30.6,62,0.5,4.31,29.89,67.9,1.7,7.15
Chennai,2025-05-27,31.8,56,0.0,4.25,30.83,62.07,0.86,6.23
Chennai,2025-05-28,31.7,56,3.6,4.53,30.66,63.14,1.02,5.99
Chennai,2025-05-29,32.2,54,2.1,4.45,30.54,65.21,0.66,5.47
Chennai,2025-05-30,29.7,70,9.6,3.06,29.59,69.36,12.93,4.88
Chennai,2025-05-31,30.4,72,0.0,2.88,29.68,62.37,0.1,4.36
Chennai,2025-06-01,31.1,68,0.0,3.35,30.9,59.46,0.03,4.34
Chennai,2025-06-02,31.2,64,0.3,3.1,31.43,60.29,0.53,4.01
Chennai,2025-06-03,32.3,57,1.4,3.22,31.52,60.9,3.77,4.22
Chennai,2025-06-04,31.7,65,2.3,2.84,30.88,61.03,1.65,3.52
Chennai,2025-06-05,32.0,64,0.3,2.42,31.08,64.34,1.14,3.36
Chennai,2025-06-06,32.2,64,1.6,2.98,30.97,64.91,0.75,3.54
Chennai,2025-06-07,32.8,57,1.0,2.51,31.24,68.52,1.99,3.16
Chennai,2025-06-08,32.0,60,2.3,2.65,31.21,68.14,1.5,3.51
Chennai,2025-06-09,30.7,66,6.2,2.66,30.33,71.65,3.45,3.74
